Time[s],Rotational_speed[rpm],Status
0000.0000,09.82,3
0000.1639,09.82,3
0000.3278,09.81,3
0000.4917,09.81,3
0000.6556,09.81,3
0000.8194,09.81,3
0000.9833,09.81,3
0001.1472,09.80,3
0001.3111,09.80,3
0001.4750,09.80,3
0001.6389,09.80,3
0001.8028,09.80,3
0001.9667,09.80,3
0002.1306,09.79,3
0002.2945,09.79,3
0002.4583,09.79,3
0002.6222,09.79,3
0002.7861,09.78,3
0002.9500,09.78,3
0003.1139,09.78,3
0003.2778,09.78,3
0003.4417,09.78,3
0003.6056,09.78,3
0003.7695,09.78,3
0003.9334,09.78,3
0004.0972,09.78,3
0004.2611,09.77,3
0004.4250,09.77,3
0004.5889,09.77,3
0004.7528,09.77,3
0004.9167,09.77,3
0005.0806,09.77,3
0005.2445,09.76,3
0005.4084,09.76,3
0005.5722,09.76,3
0005.7361,09.76,3
0005.9000,09.76,3
0006.0639,09.76,3
0006.2278,09.76,3
0006.3917,09.76,3
0006.5556,09.76,3
0006.7195,09.76,3
0006.8834,09.76,3
0007.0473,09.76,3
0007.2111,09.76,3
0007.3750,09.76,3
0007.5389,09.76,3
0007.7028,09.76,3
0007.8667,09.76,3
0008.0306,09.76,3
0008.1945,09.76,3
0008.3584,09.76,3
0008.5223,09.76,3
0008.6862,09.76,3
0008.8500,09.76,3
0009.0139,09.76,3
0009.1778,09.76,3
0009.3417,09.76,3
0009.5056,09.76,3
0009.6695,09.76,3
0009.8334,09.76,3
0009.9973,09.76,3
0010.1612,09.76,3
0010.3250,09.76,3
0010.4889,09.76,3
0010.6528,09.76,3
0010.8167,09.76,3
0010.9806,09.76,3
0011.1445,09.75,3
0011.3084,09.75,3
0011.4723,09.75,3
0011.6362,09.75,3
0011.8001,09.75,3
0011.9639,09.75,3
0012.1278,09.75,3
0012.2917,09.75,3
0012.4556,09.75,3
0012.6195,09.75,3
0012.7834,09.75,3
0012.9473,09.75,3
0013.1112,09.75,3
0013.2751,09.75,3
0013.4390,09.74,3
0013.6028,09.74,3
0013.7667,09.74,3
0013.9306,09.74,3
0014.0945,09.74,3
0014.2584,09.74,3
0014.4223,09.74,3
0014.5862,09.74,3
0014.7501,09.74,3
0014.9140,09.73,3
0015.0778,09.73,3
0015.2417,09.73,3
0015.4056,09.73,3
0015.5695,09.73,3
0015.7334,09.73,3
0015.8973,09.72,3
0016.0612,09.72,3
0016.2251,09.72,3
0016.3890,09.72,3
0016.5529,09.72,3
0016.7167,09.72,3
0016.8806,09.72,3
0017.0445,09.72,3
0017.2084,09.71,3
0017.3723,09.71,3
0017.5362,09.71,3
0017.7001,09.71,3
0017.8640,09.71,3
0018.0279,09.71,3
0018.1918,09.71,3
0018.3556,09.71,3
0018.5195,09.71,3
0018.6834,09.71,3
0018.8473,09.71,3
0019.0112,09.71,3
0019.1751,09.71,3
0019.3390,09.71,3
0019.5029,09.71,3
0019.6668,09.71,3
0019.8306,09.71,3
0019.9945,09.71,3
0020.1584,09.71,3
0020.3223,09.71,3
0020.4862,09.71,3
0020.6501,09.71,3
0020.8140,09.71,3
0020.9779,09.71,3
0021.1418,09.71,3
0021.3057,09.70,3
0021.4695,09.70,3
0021.6334,09.70,3
0021.7973,09.71,3
0021.9612,09.71,3
0022.1251,09.71,3
0022.2890,09.71,3
0022.4529,09.71,3
0022.6168,09.71,3
0022.7807,09.71,3
0022.9446,09.71,3
0023.1084,09.71,3
0023.2723,09.71,3
0023.4362,09.71,3
0023.6001,09.72,3
0023.7640,09.72,3
0023.9279,09.72,3
0024.0918,09.72,3
0024.2557,09.72,3
0024.4196,09.73,3
0024.5834,09.73,3
0024.7473,09.73,3
0024.9112,09.73,3
0025.0751,09.73,3
0025.2390,09.74,3
0025.4029,09.74,3
0025.5668,09.74,3
0025.7307,09.74,3
0025.8946,09.75,3
0026.0585,09.75,3
0026.2223,09.75,3
0026.3862,09.75,3
0026.5501,09.76,3
0026.7140,09.76,3
0026.8779,09.76,3
0027.0418,09.76,3
0027.2057,09.76,3
0027.3696,09.76,3
0027.5335,09.77,3
0027.6974,09.77,3
0027.8612,09.77,3
0028.0251,09.78,3
0028.1890,09.78,3
0028.3529,09.78,3
0028.5168,09.79,3
0028.6807,09.79,3
0028.8446,09.79,3
0029.0085,09.79,3
0029.1724,09.80,3
0029.3362,09.80,3
0029.5001,09.80,3
0029.6640,09.80,3
0029.8279,09.81,3
0029.9918,09.81,3
0030.1557,09.82,3
0030.3196,09.82,3
0030.4835,09.83,3
0030.6474,09.83,3
0030.8113,09.83,3
0030.9751,09.83,3
0031.1390,09.83,3
0031.3029,09.84,3
0031.4668,09.84,3
0031.6307,09.84,3
0031.7946,09.85,3
0031.9585,09.85,3
0032.1224,09.85,3
0032.2863,09.86,3
0032.4502,09.86,3
0032.6140,09.87,3
0032.7779,09.87,3
0032.9418,09.87,3
0033.1057,09.87,3
0033.2696,09.88,3
0033.4335,09.88,3
0033.5974,09.88,3
0033.7613,09.88,3
0033.9252,09.89,3
0034.0890,09.89,3
0034.2529,09.90,3
0034.4168,09.90,3
0034.5807,09.90,3
0034.7446,09.91,3
0034.9085,09.91,3
0035.0724,09.91,3
0035.2363,09.91,3
0035.4002,09.91,3
0035.5641,09.91,3
0035.7279,09.91,3
0035.8918,09.91,3
0036.0557,09.92,3
0036.2196,09.92,3
0036.3835,09.92,3
0036.5474,09.93,3
0036.7113,09.93,3
0036.8752,09.93,3
0037.0391,09.93,3
0037.2030,09.93,3
0037.3668,09.94,3
0037.5307,09.94,3
0037.6946,09.94,3
0037.8585,09.94,3
0038.0224,09.94,3
0038.1863,09.95,3
0038.3502,09.95,3
0038.5141,09.95,3
0038.6780,09.95,3
0038.8418,09.95,3
0039.0057,09.95,3
0039.1696,09.95,3
0039.3335,09.96,3
0039.4974,09.96,3
0039.6613,09.96,3
0039.8252,09.96,3
0039.9891,09.96,3
0040.1530,09.97,3
0040.3169,09.97,3
0040.4807,09.97,3
0040.6446,09.97,3
0040.8085,09.97,3
0040.9724,09.97,3
0041.1363,09.98,3
0041.3002,09.98,3
0041.4641,09.98,3
0041.6280,09.98,3
0041.7919,09.98,3
0041.9557,09.99,3
0042.1196,09.99,3
0042.2835,09.99,3
0042.4474,09.99,3
0042.6113,09.99,3
0042.7752,09.99,3
0042.9391,09.99,3
0043.1030,09.99,3
0043.2669,09.99,3
0043.4308,09.99,3
0043.5946,09.99,3
0043.7585,09.99,3
0043.9224,09.99,3
0044.0863,09.99,3
0044.2502,10.00,3
0044.4141,09.99,3
0044.5780,09.99,3
0044.7419,09.99,3
0044.9058,09.98,3
0045.0697,09.98,3
0045.2335,09.98,3
0045.3974,09.98,3
0045.5613,09.98,3
0045.7252,09.97,3
0045.8891,09.97,1
0046.0530,09.97,1
0046.2169,09.97,1
0046.3808,09.97,1
0046.5447,09.96,1
0046.7085,09.96,1
0046.8724,09.96,1
0047.0363,09.95,1
0047.2002,09.95,1
0047.3641,09.95,1
0047.5280,09.94,1
0047.6919,09.94,1
0047.8558,09.94,1
0048.0197,09.93,1
0048.1836,09.93,1
0048.3474,09.93,1
0048.5113,09.92,1
0048.6752,09.92,1
0048.8391,09.91,1
0049.0030,09.90,1
0049.1669,09.90,1
0049.3308,09.90,1
0049.4947,09.89,1
0049.6586,09.89,1
0049.8225,09.89,1
0049.9863,09.88,1
0050.1502,09.88,1
0050.3141,09.88,1
0050.4780,09.87,6
0050.6419,09.86,6
0050.8058,09.86,6
0050.9697,09.85,6
0051.1336,09.85,6
0051.2975,09.84,6
0051.4613,09.84,6
0051.6252,09.83,6
0051.7891,09.83,6
0051.9530,09.83,6
0052.1169,09.82,6
0052.2808,09.82,6
0052.4447,09.81,6
0052.6086,09.80,6
0052.7725,09.80,6
0052.9364,09.79,6
0053.1002,09.78,6
0053.2641,09.78,6
0053.4280,09.78,6
0053.5919,09.77,6
0053.7558,09.77,6
0053.9197,09.76,6
0054.0836,09.76,6
0054.2475,09.75,6
0054.4114,09.75,6
0054.5753,09.74,6
0054.7391,09.73,6
0054.9030,09.73,6
0055.0669,09.72,6
0055.2308,09.72,6
0055.3947,09.71,6
0055.5586,09.71,6
0055.7225,09.71,6
0055.8864,09.70,6
0056.0503,09.70,6
0056.2141,09.69,6
0056.3780,09.69,6
0056.5419,09.68,6
0056.7058,09.68,6
0056.8697,09.67,6
0057.0336,09.67,6
0057.1975,09.66,6
0057.3614,09.65,6
0057.5253,09.65,6
0057.6892,09.65,6
0057.8530,09.64,6
0058.0169,09.64,6
0058.1808,09.64,6
0058.3447,09.63,6
0058.5086,09.62,6
0058.6725,09.62,6
0058.8364,09.61,6
0059.0003,09.61,6
0059.1642,09.60,6
0059.3281,09.59,6
0059.4919,09.59,6
0059.6558,09.59,6
0059.8197,09.58,6
0059.9836,09.58,6
0060.1475,09.57,6
0060.3114,09.57,6
0060.4753,09.57,6
0060.6392,09.56,6
0060.8031,09.56,6
0060.9669,09.55,6
0061.1308,09.55,6
0061.2947,09.54,6
0061.4586,09.54,6
0061.6225,09.53,6
0061.7864,09.53,6
0061.9503,09.53,6
0062.1142,09.52,6
0062.2781,09.51,6
0062.4420,09.51,6
0062.6058,09.51,6
0062.7697,09.50,6
0062.9336,09.50,6
0063.0975,09.50,6
0063.2614,09.49,6
0063.4253,09.48,6
0063.5892,09.48,6
0063.7531,09.47,6
0063.9170,09.47,6
0064.0809,09.47,6
0064.2447,09.46,6
0064.4086,09.46,6
0064.5725,09.45,6
0064.7364,09.45,6
0064.9003,09.45,6
0065.0642,09.45,6
0065.2281,09.45,6
0065.3920,09.44,6
0065.5559,09.43,6
0065.7197,09.43,6
0065.8836,09.43,6
0066.0475,09.42,6
0066.2114,09.42,6
0066.3753,09.42,6
0066.5392,09.42,6
0066.7031,09.42,6
0066.8670,09.42,6
0067.0309,09.41,6
0067.1948,09.41,6
0067.3586,09.41,6
0067.5225,09.41,6
0067.6864,09.41,6
0067.8503,09.40,6
0068.0142,09.40,6
0068.1781,09.40,6
0068.3420,09.40,6
0068.5059,09.40,6
0068.6698,09.40,6
0068.8337,09.40,6
0068.9975,09.40,6
0069.1614,09.40,6
0069.3253,09.40,6
0069.4892,09.40,6
0069.6531,09.40,6
0069.8170,09.39,6
0069.9809,09.39,6
0070.1448,09.39,6
0070.3087,09.39,6
0070.4725,09.39,6
0070.6364,09.39,6
0070.8003,09.39,6
0070.9642,09.39,6
0071.1281,09.39,6
0071.2920,09.39,6
0071.4559,09.39,6
0071.6198,09.39,6
0071.7837,09.39,6
0071.9476,09.39,6
0072.1114,09.39,6
0072.2753,09.39,6
0072.4392,09.39,6
0072.6031,09.39,6
0072.7670,09.39,6
0072.9309,09.39,6
0073.0948,09.39,6
0073.2587,09.40,6
0073.4226,09.40,6
0073.5865,09.40,6
0073.7503,09.40,6
0073.9142,09.41,6
0074.0781,09.41,6
0074.2420,09.41,6
0074.4059,09.41,6
0074.5698,09.41,6
0074.7337,09.41,6
0074.8976,09.42,6
0075.0615,09.42,6
0075.2253,09.42,6
0075.3892,09.42,6
0075.5531,09.42,6
0075.7170,09.43,6
0075.8809,09.43,6
0076.0448,09.43,6
0076.2087,09.43,6
0076.3726,09.43,6
0076.5365,09.43,6
0076.7004,09.43,6
0076.8642,09.43,6
0077.0281,09.43,6
0077.1920,09.44,6
0077.3559,09.44,6
0077.5198,09.44,6
0077.6837,09.45,6
0077.8476,09.45,6
0078.0115,09.45,6
0078.1754,09.45,6
0078.3393,09.45,6
0078.5031,09.46,6
0078.6670,09.46,6
0078.8309,09.46,6
0078.9948,09.46,6
0079.1587,09.46,6
0079.3226,09.46,6
0079.4865,09.46,6
0079.6504,09.47,6
0079.8143,09.47,6
0079.9781,09.47,6
0080.1420,09.47,6
0080.3059,09.47,6
0080.4698,09.48,6
0080.6337,09.48,6
0080.7976,09.48,6
0080.9615,09.48,6
0081.1254,09.48,6
0081.2893,09.48,6
0081.4532,09.48,6
0081.6170,09.49,6
0081.7809,09.49,6
0081.9448,09.49,6
0082.1087,09.49,6
0082.2726,09.49,6
0082.4365,09.49,6
0082.6004,09.49,6
0082.7643,09.49,6
0082.9282,09.49,6
